Indicator Name,Indicator Code,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.216792487542895,0.242678928938037,0.222968025148113,0.146155869443165,0.113439952892004,0.103841367551571,0.0825147073406728,0.0877123626869619,0.0792688631849726,0.0463143392723857,0.0409601756900526,0.0285045752367077,0.0226573964612346,0.0110852964963674,-0.00805948456410604,-0.00212078543871632,-0.00691645558923605,-0.0090612857578038,-0.00302786097406973,-0.00713540443022003,-0.00862987528055705,
Net ODA received (% of gross capital formation),DT.ODA.ODAT.GI.ZS,0.589786731223156,0.669177802289815,0.629258448977497,0.419366383557743,0.306999378990086,0.277219109891138,0.201830497013848,0.20394733729419,0.19016180143487,0.112934534619533,0.0989593801668425,0.0662349932352235,0.0486269374390657,0.0231315838115667,-0.0166971380899016,-0.00446465846040824,-0.0144212783814488,-0.0192199985816677,-0.00661437078697043,-0.0159790968173605,-0.0194068397246912,
"Child employment in agriculture, male (% of male economically active children ages 7-14)",SL.AGR.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,
"Child employment in agriculture, female (% of female economically active children ages 7-14)",SL.AGR.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,
"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,,,,,,,,,,,,,,,,,,,7.39,,,
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,,,,,,,,,,,,,,,,,9.47,,10.92,,,
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,,,,,,,,,,,,,,,,,,,9.13,,,
"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",SI.SPR.PC40,,,,,,,,,,,,,,,,,3.91,,4.65,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,,,,,,,,,,,,,,,11.9230612330669,12.0115138926075,11.99,10.4888425346496,10.1799847892851,10.2406600477656,9.99831578947368,
Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,,,,,,,,,,,,,,,,,,,,,,
Urban poverty gap at national poverty lines (%),SI.POV.URGP,,,,,,,,,,,,,,,,,,,,,,
Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,51.4,,,43.9,,,33.5,,,27.6,,23.1,19.8,17.3,11.7,9.7,7.8,,,
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,,,88.9,,,80.6,,,70.5,,,60.6,,53.4,49.2,44.3,36.3,31.5,27.2,,,
Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,,,,,,,,,,,,,,,,,8.5,7.2,,,,
Rural poverty gap at national poverty lines (%),SI.POV.RUGP,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,,,,,,,,,,,,,,17.2,12.7,10.2,8.5,7.2,5.7,4.5,3.1,
Poverty gap at national poverty lines (%),SI.POV.NAGP,,,,,,,,,,,,,,,,,,,,,,
Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,30.5,,,24.6,,,15.4,,,12.4,,9.6,7.4,6.2,2.8,2.1,1.4,,,
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,,,68.3,,,57.7,,,43.2,,,34.6,,28.5,23.5,20.2,12.1,9.5,7,,,
GINI index (World Bank estimate),SI.POV.GINI,,,38.7,,,42,,,40.9,,,43,,43.7,42.4,42.2,39.7,39.2,38.6,,,
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,13.1,,,10.1,,,4.8,,,3.9,,2.7,1.8,1.4,0.4,0.3,0.2,,,
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,40.2,,,31.7,,,18.5,,,14.8,,11.2,7.9,6.5,1.9,1.4,0.7,,,
Income share held by lowest 20%,SI.DST.FRST.20,,,6.5,,,5.6,,,5.8,,,5.2,,5.1,5.4,5.3,6.2,6.2,6.4,,,
Income share held by lowest 10%,SI.DST.FRST.10,,,2.7,,,2.3,,,2.4,,,2.1,,2,2.1,2.1,2.5,2.5,2.6,,,
Income share held by highest 10%,SI.DST.10TH.10,,,29.4,,,31.3,,,30.8,,,32,,32.6,31.8,31.5,30.3,29.7,29.4,,,
Income share held by highest 20%,SI.DST.05TH.20,,,45.6,,,48,,,47.1,,,48.4,,49,48.1,47.8,46.3,45.8,45.4,,,
Income share held by fourth 20%,SI.DST.04TH.20,,,22.3,,,22.3,,,22.2,,,22.5,,22.3,22.3,22.4,22.1,22.3,22.3,,,
Income share held by third 20%,SI.DST.03RD.20,,,15.1,,,14.5,,,14.7,,,14.5,,14.3,14.6,14.7,15,15.2,15.3,,,
Income share held by second 20%,SI.DST.02ND.20,,,10.5,,,9.6,,,10.1,,,9.4,,9.2,9.6,9.7,10.3,10.5,10.6,,,
"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,,,,100.88415213,103.48503465,113.92541198,123.15264436,130.98420995,140.87893639,148.19068941,151.32766171,161.57423851,180.36050284,184.30673042,202.62674645,224.48480916,245.98950867,262.93715618,280.06414231,319.69636825,,
Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,,,,32.99484294,33.77331214,36.84046821,40.06264778,44.35523801,48.5058878,52.87212768,59.42347943,73.45940536,82.66832105,90.05955422,109.93106977,125.34079391,140.77247604,150.31215389,156.39352794,167.23201919,,
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,77.97807437,76.86101461,74.46867906,71.49859699,69.63255056,67.03216189,64.64348111,60.79319527,55.32193605,50.49612912,47.97203083,46.2024065,44.20845979,42.89425861,41.55432625,39.81039007,41.98312104,,
"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,,,,77.86199966,86.42681921,96.15191156,104.58322195,110.54842426,121.24485901,128.35590327,127.67512772,138.34456272,155.21557393,156.75211476,176.5898403,199.22813542,218.83675952,231.36587091,246.85140732,273.42123994,,
Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,,,,25.46529257,28.20620346,31.09298777,34.02184993,37.43505932,41.74569796,45.79538522,50.13558156,62.89807958,71.1431311,76.59527976,95.80526951,111.2387638,125.23376567,132.26393295,137.84685947,143.02566618,,
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,,,,60.12533863,64.31132095,62.91988027,60.71776758,58.76867712,57.68999415,55.99118572,51.29121062,47.36825079,43.45621985,40.80001455,40.2655411,39.23458806,38.15951586,36.56483178,35.08928609,35.90618522,,
"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,,,,28.45788467,30.85612481,38.83635065,48.87229951,56.89131044,68.84568442,80.55578164,97.144547,130.0329215,176.43936376,199.42177319,235.60530614,283.01638257,327.17138145,369.6270304,423.37045567,441.77918787,,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,,,,9.30734328,10.07018588,12.5586497,15.89859261,19.26512834,23.70418978,28.74104702,38.14680624,59.11920847,80.87106512,97.44536162,127.82292467,158.02181989,187.23044615,211.30309571,236.41869552,231.09310258,,
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,,,,6.08984078,5.58924203,6.02580324,6.87652961,7.26605846,7.48882904,7.56382099,7.90135735,7.70858263,8.37523142,8.75092192,8.60284997,9.03729377,9.41684219,9.62653912,9.39327664,9.05126487,,
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,,,,0.9830456,0.96720491,1.10383985,1.24286162,1.28745565,1.35689592,1.37703077,1.42784166,1.72623483,2.13490817,2.18420983,2.32375608,2.53561919,2.68708169,2.7883041,2.94208272,2.89025126,,
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,,,,21.99642858,22.9176428,25.38583519,28.37373785,30.24400462,32.7577364,35.13990096,39.0260931,44.52240056,49.39831479,51.90622953,53.72208911,55.73525627,57.05029423,58.4154877,60.18101012,58.01526373,,
"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,,,,0.03298681,0.29801382,0.22257041,0.21989667,0.23220924,0.44156275,0.33224025,0.44983109,0.45463328,0.37702196,0.4677191,0.33113443,0.28580253,0.31797776,0.19100374,0.06049928,0.01229975,,
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,,,,0.01078856,0.09725961,0.07197339,0.07153434,0.07863311,0.15203403,0.11853814,0.17664007,0.20669812,0.17280819,0.22854604,0.17965033,0.15957746,0.18196921,0.10919029,0.03378403,0.00643395,,
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,,,,0.02549705,0.22134258,0.14548576,0.12766517,0.12344482,0.21010171,0.14492926,0.18071163,0.15566339,0.10555609,0.12173964,0.07550438,0.05628394,0.05544716,0.03018604,0.00859982,0.00161523,,
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,129.49947798,134.38818847,152.81642487,172.24484053,188.10772962,210.16618355,229.24305248,248.92203979,292.06179328,357.17688855,384.19622271,438.56318701,507.78699427,573.47886788,632.75519032,703.49509727,761.48785586,,
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,42.35367841,43.85884638,49.41679424,56.03277473,63.69899946,72.36211161,81.79034722,97.74692574,132.78531194,163.71219436,187.73346188,237.93364476,283.52219127,328.1848914,361.72443989,392.8460075,398.33155573,,
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,4.47341372,4.21248348,4.34347862,4.38032391,4.25689544,4.14221514,3.91870987,3.65868461,3.87722767,4.32182388,4.20799171,4.32551324,4.549399,4.71002249,4.77322745,4.88872272,4.98188075,,
Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,
UHC service coverage index,SH.UHC.SRVS.CV.XD,,,,,,,,,,,,,,,,,,,76,,,
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,,,,2.747623,,4.209184,,,,,4.755027,,,,,,,,,,,
Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.25.TO,,,,34700000,,53900000,,,,,62700000,,,,,,,,,,,
Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,,,,12.23231,,16.58163,,,,,17.7147,,,,,,,,,,,
Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.10.TO,,,,154000000,,212000000,,,,,233000000,,,,,,,,,,,
Proportion of population pushed below the $3.10 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS,,,,2.176548,,3.039042,,,,,3.088374,,,,,,,,,,,
Increase in poverty gap at $3.10 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),SH.UHC.NOP2.ZG,,,,1.88868,,2.03298,,,,,1.44682,,,,,,,,,,,
Number of people pushed below the $3.10 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP2.TO,,,,27500000,,38900000,,,,,40700000,,,,,,,,,,,
Increase in poverty gap at $3.10 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),SH.UHC.NOP2.CG,,,,0.058549,,0.0630224,,,,,0.0448514,,,,,,,,,,,
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,17.8952767359584,17.1590347601611,16.0647884668303,14.6762416552997,13.9834613523738,13.3014877128561,12.3489989653686,12.9166481669765,11.6414956027145,10.6257605277639,10.2461639965301,10.169036531863,9.63618203609171,9.32516385425288,9.1776410306017,9.11368784581678,8.94289898597417,8.67425273741323,8.42204051966136,8.12625124854607,7.56614982096347,7.19019403882776
"Agriculture, forestry, and fishing, value added (constant LCU)",NV.AGR.TOTL.KN,2924521618705.04,3024969064748.2,3108097985611.51,3179681223021.58,3263964712230.22,3351711906474.82,3431377122302.16,3641508561151.08,3826239496402.88,4007506726618.71,4148364064748.2,4363113776978.42,4537453597122.3,4730266510791.37,4927697697841.73,5148220251798.56,5343342302158.27,5560401151079.14,5777460000000,5966809208633.09,6202341151079.14,6419423091366.91
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,3.42997141690506,3.43466245558605,2.74809160305347,2.30312035661213,2.6506899055921,2.68836222143601,2.37685153289706,6.12382234185731,5.07292327203555,4.73747736873875,3.51483722270223,5.17673253548578,3.99576607568129,4.24936386768455,4.17378569685138,4.47516401124639,3.79008746355677,4.06222990492668,3.90365448504977,3.2773780975219,3.94736842105274,3.50000000000001
"Agriculture, forestry, and fishing, value added (constant 2010 US$)",NV.AGR.TOTL.KD,350946356318416,363000179058132,372975756497898,381565837071029,391679964197459,402209740383877,411769668763653,436985711736393,459153661602539,480905962408695,497809024181.63,523579265901024,544500268587199,567638066259989,591330062679432,617793052832142,641207949878258,667255290970.98,693302632063701,716024780676499,744288916755836,770339028842.29
"Agriculture, forestry, and fishing, value added (current LCU)",NV.AGR.TOTL.CN,1426522781200,1461872667560,1454897539480,1471735556910,1550250196520,1619022829730,1697024567020,2090432417720,2180672186950,2331700683980,2767410000000,3246410000000,3358380000000,3843080000000,4478140000000,4908450000000,5302810000000,5562630000000,5777460000000,6013920000000,6209950000000,6473400000000
"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,172081688484644,176573862806344,175748346819999,177780193867172,187293882702879,195605029567476,205028943701824,252565293074618,266120618838705,292434931645.22,363773907328294,467196741836603,491609333372369,567638066259989,693049601485723,777600874483152,855871719551954,905464400820393,927733440385388,905097449017985,918794756465645,978452524165819
"Agriculture, forestry, and fishing, value added per worker (constant 2010 US$)",NV.AGR.EMPL.KD,1019.97893294452,1048.66236996478,1062.51289297344,1075.98960950564,1104.23941111845,1129.15406875739,1170.88654626708,1288.5451041808,1408.48823603586,1541.44804378773,1658.0793458166,1798.20634007155,1943.04867262231,2097.22747792438,2294.86755958709,2475.26600195187,2739.17454262381,3024.80908466598,3236.33505343697,3442.24486440315,3664.7587403148,3830.38317648166
Trade (% of GDP),NE.TRD.GNFS.ZS,34.533017359241,32.4246962702613,33.5245667311661,39.4105387873795,38.5273592759292,42.7474036337363,51.8039879999754,59.505524224399,62.2078928661667,64.4788839037683,62.1368014080495,57.50163313538,44.6775697334924,48.9973714528778,50.7409025614204,48.2675181971109,46.7443779067571,45.0650467046719,39.6290068965728,37.2101982584404,38.149688216263,38.2461541085001
External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,4.45331156018506,4.25994689476029,2.80082558551659,2.37635084555929,2.09693221372424,2.54208771416371,2.1575250683693,2.61715094098712,5.45182226618907,7.59116720075849,8.67623434273917,7.59271299538555,4.31484204072568,3.65358738598265,2.39547400808541,2.71752184670801,2.45413341873492,2.12243342680255,3.25754022716562,2.29381145292387,1.77622472316917,0.783526501928842
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,,,,,,,,,,,,,,,,,,,,,,
External balance on goods and services (current LCU),NE.RSB.GNFS.CN,354995929156,362928335873.87,253655020811.16,238300793707.62,232472454029.65,309416370052.3,296491485281.69,423560129406739,1021229366895.19,1665794152613,2343384088969.41,2423932623126.66,1503798823897.02,1505713876000,1168848066600,1463602916200,1455210805200,1361075381400,2234649467300,1697559938900,1457844079307.4,705416353188305
External balance on goods and services (current US$),NE.RSB.GNFS.CD,42823220000,43836689480.0003,30640955366.5801,28785851578.52,28086220298.1298,37382671264.0208,35821129066291,51174382539.9598,124626797517.2,208918924500.59,308036028783.36,348832533153922,220130401366.78,222399875337873,180894229915654,231865233940085,234870526033765,221550832014845,358835723372.14,255483473384002,215695697358614,106623476282161
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,15.039852899528,14.0823746877505,15.3618705728248,18.5170939709101,18.2152135311025,20.1026579597863,24.823231465803,28.4441866417059,28.3780352999888,28.4438583515049,26.7302835326552,24.9544600699972,20.1813638463834,22.6718920334476,24.1727142766675,22.7749981752015,22.1451222440111,21.4713066389347,18.1857333347036,17.4581934027583,18.1867317465469,18.7313138032856
Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,,,,,,,,,,,,,,,,,,,,,,
Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,
Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,,,,,,,,,,,,,,1380075369555.26,,,,,,,,
Imports of goods and services (current LCU),NE.IMP.GNFS.CN,1198902543036,1199755052548.65,1391238219187.26,1856896761971.16,2019395459011.42,2446843757461.1,3411258981268.7,4603411742956.74,5315742445029.28,6241676894556.49,7219643758986.96,7966576623262.24,7033562510604.68,9343524274500,11794839038700,12266158517200,13131242550200,13769132404200,12475283948900,12920124576200,14926838283924.9,16863979764579.2
Imports of goods and services (current US$),NE.IMP.GNFS.CD,144623820000,144913704696,168058444268.42,224306238158.48,243973790217.76,295619639659.43,412137124715.32,556182551584.76,648712207879.78,782812463259.9,949016596646331,1146484468067.73,1029593130340,1380075369555.26,1825402621481.08,1943215391727.26,2119378054520.8,2241288603086.24,2003257157591.33,1944484096049.36,2208504214346.47,2548985628592.98
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,36.3371557299697,35.6786862720729,34.9647798108235,34.4296525400262,36.4222547149181,37.0775418127061,40.631549518575,42.8944901278723,41.3912114020241,40.9332726928269,41.484638911698,43.3030951429092,46.5164153623475,47.7175093535537,47.8188146522668,47.3912920934494,47.5700594610762,47.205154140013,45.6033461279264,44.4743957837924,44.3439650575087,
Gross capital formation (constant LCU),NE.GDI.TOTL.KN,3441287393000,3751360834700,3997834895800,4301207196600,5224799219500,5906057594000,7343252002600,8745392889000,9680390963800,11187116537400,13140521860000,14966619163500,18136572906200,21144253879400,23223278278800,24985641905600,27377248122100,29433328397800,31283571660000,33273347388200,34901783027600,
Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,5.36713205251587,9.01039077209091,6.5702573535481,7.58841494726843,21.4728558910177,13.0389388353414,24.33424303312,19.0942771118783,10.6913215525862,15.5647181940732,17.4612047355502,13.8966878405239,21.1801590464115,16.5835132621545,9.83257395251724,7.58878055734628,9.57192224852936,7.51017876789541,6.28621825297304,6.36044934327043,4.89411426028481,
Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,472738950065959,515334576798782,549193384726.28,590868457622258,717744790032965,811331094199213,1008762374464.92,1201378257645.62,1329821470233.37,1536804434559.47,1805149003262.92,2056004925302.69,2491470038483.85,2904643302738.43,3190244503537.03,3432345158153.25,3760886567992.85,4043335872506.87,4297508790153.41,4570849659773.71,4794552264788.87,
Gross capital formation (current LCU),NE.GDI.TOTL.CN,2896617985720,3039663769240,3166563457730,3452610351160,4037884906080,4512982905440,5583670216710,6942051184310,7753356318540,8982334928970,11204681538330,13824279287660,16211794094330,19665306552530,23332721985190,25524002095690,28207294682230,30271749570000,31283571660000,32913756923270,36395500000000,
Gross capital formation (current US$),NE.GDI.TOTL.CD,349419525889648,367149058380742,382513735637752,417062518259567,487838120365829,545243796718618,674600726919174,838736128009617,946188975085.12,1126537603653.4,1472846735238.91,1989477065877.07,2373129094231.05,2904643302738.43,3611037991981.74,4043534384565.06,4552647710098.78,4927523776736.01,5023455906864.71,4953534039170.74,5384905604545.19,
Changes in inventories (constant LCU),NE.GDI.STKB.KN,,,,,,,,,,,,,,,,,,,,,,
Changes in inventories (current LCU),NE.GDI.STKB.CN,360300000000,164520000000,142420000000,99840000000,231490000000,133290000000,187230000000,375070000000,172395951470,260001807000,699463987200,1024088425000,538343094820,1082575440890,1365627280410,1063928939700,1114879849810,1266441483000,1133271509000,1105395401550,1458600000000,
Changes in inventories (current US$),NE.GDI.STKB.CD,43463050978.3107,19871725187.5204,17204015317.1545,12060301507.5377,27967524857.74,16103660746.6473,22620514679.2316,45315822540.1121,21038520858.4016,32608649635.0365,91944000946.4344,147378419704405,78804212140996,159900660368078,211348337136888,168548538520032,179941226283934,206146674968259,181978564271377,166362465430055,215807539799965,
Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,31.8173062800072,33.7475985231969,33.3921967859985,33.4340416369767,34.3341843661915,35.9824644211524,39.269104259255,40.576956594178,40.4708774229079,39.7484220998432,38.8949168529055,40.095246287956,44.9717503573276,45.0906596988785,45.020055131305,45.4158586579338,45.6898755815201,45.2302909054164,43.9513297586608,42.980740936042,42.5668193270507,
Gross fixed capital formation (constant LCU),NE.GDI.FTOT.KN,,,,,,,,,,,,,,,,,,,,,,
Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,,,,,,,,,,,,,,,,,,,,,,
Gross fixed capital formation (constant 2010 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,2744742642370.35,,,,,,,,
Gross fixed capital formation (current LCU),NE.GDI.FTOT.CN,2536317985720,2875143769240,3024143457730,3352770351160,3806394906080,4379692905440,5396440216710,6566981184310,7580960367070,8722333121960,10505217551110,12800190863100,15673450999510,18582731111640,21967094704780,24460073155990,27092414832420,29005308090000,30150300160000,31808361521720,34936900000000,
Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,305956474911337,347277333193221,365309720320597,405002216752029,459870595508089,529140135971971,651980212239942,793420305469505,925150454226719,1093928954017.11,1380902734289.85,1842098646235.99,2294324882090.05,2744742642370.35,3399689654844.85,3874985846045.02,4372706483814.84,4721377102256.08,4841477344038.54,4787171573740.69,5169098064745.22,
"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,,,,,,,,,,,,,,,,,,,,,,
"Gross fixed capital formation, private sector (current LCU)",NE.GDI.FPRV.CN,,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,19.493164459713,18.3423215825108,18.1626961583414,20.8934448164694,20.3121457448267,22.64474567395,26.9807565341723,31.0613375826931,33.8298575661779,36.0350255522634,35.4065178753943,32.5471730653828,24.496205887109,26.3254794194302,26.5681882847529,25.4925200219095,24.599255662746,23.5937400657372,21.4432735618692,19.7520048556821,19.9629564697161,19.5148403052145
Exports of goods and services (constant LCU),NE.EXP.GNFS.KN,,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,,,,,,,,,,,,,,1602475244893.14,,,,,,,,
Exports of goods and services (current LCU),NE.EXP.GNFS.CN,1553898472192,1562683388422.52,1644893239998.42,2095197555678.78,2251867913041.07,2756260127513.4,3707750466550.39,5026971872363.48,6336971811924.47,7907471047169.49,9563027847956.37,10390509246388.9,8537361334501.7,10849238150500,12963687105300,13729761433400,14586453355400,15130207785600,14709933416200,14617684515100,16384682363232.3,17569396117767.5
Exports of goods and services (current US$),NE.EXP.GNFS.CD,187447040000,188750394176,198699399635,253092089737,272060010515.89,333002310923451,447958253781611,607356934124.72,773339005396.98,991731387760.49,1257052625429.69,1495317001221.65,1249723531706.78,1602475244893.14,2006296851396.73,2175080625667.35,2354248580554.57,2462839435101.08,2362092880963.47,2199967569433.37,2424199911705.08,2655609104875.14
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,95.9352472977252,96.0813884591485,97.4856762401593,97.9195087905412,98.2522424649786,97.9300905567055,98.492044664789,97.9401641352669,95.5489971462938,93.2160617760696,91.9227481620913,92.6277465730352,96.0772516855241,96.0040272357058,97.214638266349,97.72974513634,98.2203876562829,98.4015592238406,98.4124224609322,98.5118609177516,97.6061898183171,
Gross national expenditure (constant LCU),NE.DAB.TOTL.KN,11212077990253.8,12214346856754.7,13456711257677.4,14812779782853.2,16440125039733.8,18068552899092.1,20229091277420.7,22596270719398.3,25060614777824.2,28035422244212,31985818548517.9,35321852327793.6,40537891689703.1,45572735824237.5,50428216924311.2,54410543011478.7,58828299778434.5,63014659623946.2,67510223080000,72573170884482.9,77051378970595.8,
Gross national expenditure (constant 2010 US$),NE.DAB.TOTL.KD,1407734738639.65,1533616589464.97,1687302751116.88,1855640166038.48,2067193379357.48,2274744854547.77,2559210209007.34,2867941302601.14,3180398231176.51,3564023503625.42,4072649692885.53,4505183943300.67,5186837833940.1,5843923090787.71,6463592658221.29,6972803270988.86,7545134834221.84,8083903286875.37,8656365985944.7,9299476560838.26,9866069017628.81,
Gross national expenditure (current LCU),NE.DAB.TOTL.CN,7647482506670,8185702611650,8828729415840,9819381977140,10892550445960,11919798427930,13534977201060,15850651922890,17898133339440,20455190424560,24827626473420,29570907903610,33484622779760,39565112501560,47434930038610,52635286135530,58241075369910,63103010940000,67510223080000,72904766600280,80110700000000,
Gross national expenditure (current US$),NE.DAB.TOTL.CD,922517130289.03,988718895972992,1066490634048.05,1186144904467.05,1315986329265.08,1440110961451.01,1635251564704.6,1915070066075.05,2184217485256.82,2565428854009.58,3263572326443.64,4255602904659.86,4901575486687.94,5843923090787.71,7341163822426.68,8338527341148.24,9400089636513.44,10271675446821,10840662076274.6,10972197546885.4,11852799313487.6,
Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,68.2075393456738,67.0171128071675,65.6083737458736,66.2899342398015,66.2558856434122,65.9698565485504,66.908478564074,70.1472031368549,71.4193705865421,72.9619488031183,77.6207319370616,83.7184517651744,82.6007998542887,86.8175056554705,94.0642618988613,96.7372924847043,99.0017994558126,100.140207558973,100,100.456912260765,103.970494844189,
Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,59.5980915677555,60.4027021870756,62.5208964293358,63.4898562505151,61.8299877500605,60.8525487439994,57.860495146214,55.0456740073946,54.1577857442696,52.2827890832427,50.4381092503933,49.324651430126,49.5608363231767,48.2865178821521,49.3958236140822,50.3384530428906,50.6503281952067,51.1964050838276,52.8090763330058,54.0374651339593,53.2622247608084,
Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,7770790597253.81,8462986022054.68,9458876361877.35,10511572586253.2,11215325820233.8,12162495305092.1,12885839274820.7,13850877830398.3,15380223814024.2,16848305706812,18845296688517.9,20355233164293.6,22401318783503.1,24428481944837.5,27204938645511.2,29424901105878.7,31451051656334.5,33581331226146.2,36226651420000,39299823496282.9,42149595942995.8,46080827185001.5
Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,6.71103881812422,8.90765767186534,11.7675999609046,11.1291889660234,6.69503281460429,8.44531402867932,5.9473319543709,7.48914009398915,11.0415094433182,9.54525701667069,11.8527703405719,8.01227224348067,10.0518898638738,9.04930277063534,11.3656538582433,8.16014507253371,6.88583639810774,6.77331744925178,7.87735356897994,8.48318007826212,7.25136194818394,9.32685392126271
Net official development assistance received (current US$),DT.ODA.ODAT.CD,2060830000,2456880000,2407000000,1749020000,1497660000,1511520000,1361550000,1710580000,1799290000,1272250000,1457520000,1317730000,1153980000,671890000,-602940000,-180530000,-656550000,-947070000,-332270000,-791530000,-1045040000,
Net official aid received (constant 2015 US$),DT.ODA.OATL.KD,,,,,,,,,,,,,,,,,,,,,,
Net official aid received (current US$),DT.ODA.OATL.CD,,,,,,,,,,,,,,,,,,,,,,
Net official development assistance and official aid received (constant 2015 US$),DT.ODA.ALLD.KD,2465040000,2932540000,2704760000,2077220000,1896160000,1848080000,1492510000,1718430000,1806070000,1303140000,1376030000,1155450000,1019170000,631970000,-515700000,-49330000,-644870000,-955400000,-416330000,-791530000,-1080380000,
